Prediction
114.78513
122.17907
116.1383
124.22424
136.65283
125.239914
120.69956
117.39795
114.37966
113.745094
112.42677
115.068596
107.55718
126.21803
112.821075
124.860344
112.49075
128.25098
111.77932
139.6748
123.62952
127.29007
111.278046
115.236496
110.57747
111.51544
113.353294
115.145935
113.17711
133.14859
108.26701
122.98659
108.487366
112.36419
112.422714
104.682335
112.49808
122.08443
125.93874
130.5233
116.04809
112.76115
130.626
118.232475
116.84606
126.2004
116.25403
117.92917
111.15727
113.77742
107.95568
115.84386
117.160095
120.86602
116.54094
112.85026
120.00478
121.88665
111.15501
110.865234
108.217575
109.65754
125.55606
119.54756
116.05681
126.03024
124.98512
122.976295
115.547035
118.08274
119.526596
127.22438
115.46776
117.77198
118.818146
111.216805
123.91241
119.66675
121.15135
121.119896
124.382744
130.39615
125.112465
118.78967
117.72807
118.628654
118.30909
135.22719
113.75351
119.47276
112.47271
112.53333
116.88214
110.53993
114.227104
111.9833
114.38723
114.34736
118.69867
113.77932
118.27997
110.639824
114.65776
109.38444
115.22996
110.328636
119.917076
111.78862
120.67373
108.54148
116.851006
111.87455
134.54324
116.87247
112.25284
120.27444
113.40008
116.12307
122.43576
109.52625
112.261566
113.261955
119.21551
125.49176
124.422676
138.53394
114.877754
118.228264
116.91558
113.13466
111.69632
110.71217
121.57024
114.148346
118.762405
109.994606
115.07361
118.4052
121.378586
112.7565
109.57632
119.31349
119.48332
118.06013
128.21983
123.48653
119.5922
120.92357
115.07883
111.860954
138.35558
115.28284
117.41942
105.02084
121.28186
114.42824
110.7075
132.19707
117.056946
112.53156
108.23378
120.95808
115.13153
111.60991
112.44212
117.48166
117.94609
115.12236
112.93059
112.66195
117.536316
121.48855
113.69967
115.29771
116.43206
110.86116
123.47341
107.95485
111.00098
110.22078
116.99559
106.539444
120.878334
114.88896
120.65184
114.318886
113.57076
133.06369
109.47154
116.62587
113.747894
116.42443
115.74939
120.36984
115.35631
110.07617
117.888405
120.73702
117.23178
115.05071
110.81741
112.72513
130.91852
113.43646
116.71906
129.41042
118.959305
112.39176
111.819046
115.90685
112.85919
116.32017
118.425224
117.72918
115.46433
110.54072
107.34736
115.33257
110.17357
119.601456
118.33136
104.32592
112.24783
107.79452
117.07924
131.16899
134.2345
115.26646
112.27018
114.96906
110.07143
124.764046
118.26357
111.74593
114.67471
126.92535
116.73793
123.43994
113.15248
106.52089
114.74399
113.52313
115.304756
119.194046
111.14354
113.83539
116.75703
120.566444
113.65839
108.98262
121.77912
111.70462
118.73663
114.4324
129.50763
114.19748
126.67609
111.12387
113.62706
119.58728
113.1812
115.39554
103.30425
118.56658
121.81677
124.68011
107.91757
109.69327
112.189674
115.18916
129.28389
111.40111
113.88649
116.267105
112.93766
118.61272
115.5197
112.83811
142.14561
120.512695
129.33711
124.53469
116.896324
111.06189
111.19993
118.116104
111.97568
109.98941
116.90739
113.52374
106.11284
109.00319
114.56638
104.39737
105.359474
110.362724
113.07736
131.68936
113.26211
110.685616
113.32022
112.194626
107.106964
113.97295
115.17366
141.57489
119.72953
114.936226
111.548164
129.43263
122.98838
113.61234
111.97477
132.80128
112.47397
118.83521
109.31215
116.28092
110.390594
113.729065
108.45657
112.70151
133.3727
108.821434
116.11616
118.47256
133.17126
103.640465
115.3839
119.445946
118.92783
113.88247
117.89338
107.85369
113.69957
125.964005
111.500984
104.15883
112.83326
121.9824
125.065346
113.91789
122.01483
107.06824
105.700806
115.17207
115.21264
114.828445
104.99243
108.898964
111.822
135.42198
109.400536
107.15366
108.319305
112.26813
108.75918
126.92484
110.75016
126.867874
113.1932
108.456474
124.3828
119.686806
108.19476
114.02661
102.3708
118.391266
115.17287
115.597336
111.265945
120.05367
121.83314
114.51392
106.1188
114.66227
112.438034
110.51819
121.078476
118.342064
110.85593
114.992966
120.701
113.98006
112.61724
113.03017
128.53719
108.3661
113.749054
115.04474
127.8969
116.08239
112.87229
128.83434
124.15291
113.712776
105.13437
118.17515
123.18074
117.92366
114.81134
114.36032
119.914215
109.98243
115.06996
128.01883
112.15038
120.08821
114.47843
118.97897
119.97956
114.19119
115.26587
124.4573
117.06042
107.92325
107.78851
123.43016
118.62627
135.76527
112.82095
111.9557
110.51317
111.29748
132.11343
110.72035
110.57008
112.76486
121.09042
112.02228
110.91947
122.457726
116.028046
115.996056
115.569786
114.072716
112.40302
104.20997
114.828026
124.60078
110.060165
121.679214
113.94901
118.49779
110.5001
118.177216
113.88291
110.56384
134.19124
113.6771
112.65939
111.12911
122.48218
114.92408
119.3059
118.43612
116.38217
131.10393
110.36908
114.646736
129.3613
117.19138
130.33513
112.73427
109.938324
113.53964
101.373116
118.81395
123.365845
141.66554
131.8286
122.09105
113.52562
107.91455
115.05908
116.52792
110.24606
115.70959
115.8534
110.74959
121.003876
112.94726
110.168655
114.99603
108.69316
116.074974
118.72283
110.791794
113.98524
122.675964
118.287056
124.38295
110.66534
113.377235
128.83939
129.99141
119.67854
112.839874
115.21654
114.74453
117.59463
112.62842
116.461365
124.83314
119.582405
121.43742
113.088844
119.65037
113.03707
118.70126
120.47998
104.535965
113.45686
113.51623
107.89128
110.61272
111.18549
126.365654
114.50061
117.58859
112.744156
110.53155
119.11008
121.3482
137.48419
112.62836
106.60009
110.25676
114.45295
128.0681
116.34501
108.76236
123.51984
116.35444
132.4586
115.71145
110.26654
113.84044
117.3408
116.45012
145.90833
114.24269
112.00476
119.51934
98.141884
116.34704
113.24354
131.07771
125.46948
113.53652
122.97034
114.76358
124.57601
123.91006
110.00563
115.10585
104.78354
120.25383
112.906075
114.44966
107.896034
111.91272
108.04516
113.72652
115.58657
124.20681
117.64485
109.10584
111.74727
145.07521
121.08496
114.8917
111.423836
111.689476
115.77951
116.76594
130.93132
112.09484
114.1457
124.26389
117.58403
114.84509
118.141106
111.88307
108.63264
120.631615
123.8525
128.3166
110.41751
117.10751
131.41856
109.15077
122.35054
122.25764
111.9021
134.23016
114.927185
117.14359
127.70293
112.25422
126.11369
121.165474
123.99741
116.87865
123.246605
119.08969
112.506615
113.96456
115.10153
127.45009
111.01198
113.919044
110.87597
108.834625
112.1206
108.434326
136.05496
114.82355
114.87316
106.91856
113.8861
107.787506
116.18541
110.4826
111.81971
118.46222
113.31178
110.29656
111.24701
112.16721
110.286224
108.426346
127.38907
112.22624
114.08771
117.12294
110.07351
110.95531
113.886795
120.76733
112.60075
111.274216
113.75835
115.2645
114.04053
116.47689
114.82002
113.44984
117.85224
115.76693
123.633385
118.96938
120.51783
120.968956
113.94604
116.22685
122.6401
119.12239
117.55536
127.56777
113.311646
116.727615
110.47346
113.88144
113.02318
111.58344
119.14181
118.24335
114.851944
111.20221
114.083046
115.49279
114.46637
111.69274
119.34175
125.43565
111.52284
117.637245
120.22952
120.70915
115.19439
117.31696
114.05295
115.23873
129.51689
122.52532
123.26041
110.14744
115.05435
120.156876
111.90355
110.659225
114.67365
115.69343
116.28987
110.14124
122.29277
119.62884
115.24088
121.92493
112.77566
120.9313
108.056114
117.44254
118.26787
112.05683
123.62143
114.86257
119.227745
116.10884
110.15832
113.13002
121.00344
111.427704
117.30578
134.61913
111.65336
121.15859
110.81078
111.79953
109.94239
128.90753
114.715004
106.258575
117.68575
113.13799
105.5678
130.48427
112.324234
114.57767
104.65933
114.69017
111.56609
120.53826
105.98704
109.01689
116.926186
113.72339
107.13923
114.43486
116.22812
109.716515
107.1867
113.93113
137.71326
110.6828
131.06075
117.22974
115.67367
114.12321
108.01469
114.932945
116.952095
130.29471
110.153625
112.42077
120.323
119.24025
118.16654
108.6171
120.389984
118.69465
137.72714
106.84091
109.62116
111.76648
117.969666
111.59695
125.35107
117.81013
105.3099
127.10478
116.17756
122.07397
117.34618
107.11191
117.52154
122.17024
113.875175
111.09531
108.897934
114.56443
117.70819
124.52576
113.3151
120.194435
107.31632
110.38706
109.71316
114.51477
135.31134
118.913574
111.40688
113.1296
132.68106
139.17717
110.747536
107.29721
111.30543
115.18655
114.65359
105.7743
113.96296
131.42877
106.61785
117.59785
114.85861
103.87047
112.536446
112.77823
116.36352
103.613396
114.545815
120.420296
108.46597
114.50287
126.71928
